,path,project,product,domain,driving_model,experiment,ensemble,rcm_model,rcm_version,time_frequency,variable,version,period_start,period_end,latest,correction,reference_dataset
86,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/DMI/NCC-NorESM1-M/rcp85/r1i1p1/DMI-HIRHAM5/RAW-NN/day/tas/v20260512/tas_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,DMI-HIRHAM5,BC2602,day,tas,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
87,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/DMI/NCC-NorESM1-M/rcp85/r1i1p1/DMI-HIRHAM5/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,DMI-HIRHAM5,BC2602,day,tasmax,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
88,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/DMI/NCC-NorESM1-M/rcp85/r1i1p1/DMI-HIRHAM5/RAW-NN/day/tasmin/v20260512/tasmin_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,DMI-HIRHAM5,BC2602,day,tasmin,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
89,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/historical/r1i1p1/GERICS-REMO2015/RAW-NN/day/hurs/v20260512/hurs_EUR-11_NCC-NorESM1-M_historical_r1i1p1_GERICS-REMO2015_RAW-NN_day_19500102-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,historical,r1i1p1,GERICS-REMO2015,BC2602,day,hurs,v20260512,1950-01-02 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
90,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/historical/r1i1p1/GERICS-REMO2015/RAW-NN/day/huss/v20260512/huss_EUR-11_NCC-NorESM1-M_historical_r1i1p1_GERICS-REMO2015_RAW-NN_day_19500102-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,historical,r1i1p1,GERICS-REMO2015,BC2602,day,huss,v20260512,1950-01-02 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
91,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/historical/r1i1p1/GERICS-REMO2015/RAW-NN/day/pr/v20260512/pr_EUR-11_NCC-NorESM1-M_historical_r1i1p1_GERICS-REMO2015_RAW-NN_day_19500102-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,historical,r1i1p1,GERICS-REMO2015,BC2602,day,pr,v20260512,1950-01-02 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
92,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/historical/r1i1p1/GERICS-REMO2015/RAW-NN/day/sfcWind/v20260512/sfcWind_EUR-11_NCC-NorESM1-M_historical_r1i1p1_GERICS-REMO2015_RAW-NN_day_19500102-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,historical,r1i1p1,GERICS-REMO2015,BC2602,day,sfcWind,v20260512,1950-01-02 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
93,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/historical/r1i1p1/GERICS-REMO2015/RAW-NN/day/tas/v20260512/tas_EUR-11_NCC-NorESM1-M_historical_r1i1p1_GERICS-REMO2015_RAW-NN_day_19500102-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,historical,r1i1p1,GERICS-REMO2015,BC2602,day,tas,v20260512,1950-01-02 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
94,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/historical/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_historical_r1i1p1_GERICS-REMO2015_RAW-NN_day_19500102-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,historical,r1i1p1,GERICS-REMO2015,BC2602,day,tasmax,v20260512,1950-01-02 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
95,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/historical/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmin/v20260512/tasmin_EUR-11_NCC-NorESM1-M_historical_r1i1p1_GERICS-REMO2015_RAW-NN_day_19500102-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,historical,r1i1p1,GERICS-REMO2015,BC2602,day,tasmin,v20260512,1950-01-02 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
96,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp45/r1i1p1/GERICS-REMO2015/RAW-NN/day/hurs/v20260512/hurs_EUR-11_NCC-NorESM1-M_rcp45_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp45,r1i1p1,GERICS-REMO2015,BC2602,day,hurs,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
97,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp45/r1i1p1/GERICS-REMO2015/RAW-NN/day/huss/v20260512/huss_EUR-11_NCC-NorESM1-M_rcp45_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp45,r1i1p1,GERICS-REMO2015,BC2602,day,huss,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
98,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp45/r1i1p1/GERICS-REMO2015/RAW-NN/day/pr/v20260512/pr_EUR-11_NCC-NorESM1-M_rcp45_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp45,r1i1p1,GERICS-REMO2015,BC2602,day,pr,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
99,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp45/r1i1p1/GERICS-REMO2015/RAW-NN/day/sfcWind/v20260512/sfcWind_EUR-11_NCC-NorESM1-M_rcp45_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp45,r1i1p1,GERICS-REMO2015,BC2602,day,sfcWind,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
100,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp45/r1i1p1/GERICS-REMO2015/RAW-NN/day/tas/v20260512/tas_EUR-11_NCC-NorESM1-M_rcp45_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp45,r1i1p1,GERICS-REMO2015,BC2602,day,tas,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
101,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp45/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp45_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp45,r1i1p1,GERICS-REMO2015,BC2602,day,tasmax,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
102,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp45/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmin/v20260512/tasmin_EUR-11_NCC-NorESM1-M_rcp45_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp45,r1i1p1,GERICS-REMO2015,BC2602,day,tasmin,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
103,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/hurs/v20260512/hurs_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,GERICS-REMO2015,BC2602,day,hurs,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
104,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/huss/v20260512/huss_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,GERICS-REMO2015,BC2602,day,huss,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
105,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/pr/v20260512/pr_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,GERICS-REMO2015,BC2602,day,pr,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
106,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/sfcWind/v20260512/sfcWind_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,GERICS-REMO2015,BC2602,day,sfcWind,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
107,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tas/v20260512/tas_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,GERICS-REMO2015,BC2602,day,tas,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
108,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,GERICS-REMO2015,BC2602,day,tasmax,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
109,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmin/v20260512/tasmin_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,NCC-NorESM1-M,rcp85,r1i1p1,GERICS-REMO2015,BC2602,day,tasmin,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
110,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/historical/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/hurs/v20260512/hurs_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_19700101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,historical,r1i1p1,ICTP-RegCM4-6,BC2602,day,hurs,v20260512,1970-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
111,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/historical/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/pr/v20260512/pr_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_19700101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,historical,r1i1p1,ICTP-RegCM4-6,BC2602,day,pr,v20260512,1970-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
112,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/historical/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/sfcWind/v20260512/sfcWind_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_19700101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,historical,r1i1p1,ICTP-RegCM4-6,BC2602,day,sfcWind,v20260512,1970-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
113,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/historical/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/tas/v20260512/tas_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_19700101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,historical,r1i1p1,ICTP-RegCM4-6,BC2602,day,tas,v20260512,1970-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
114,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/historical/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_19700101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,historical,r1i1p1,ICTP-RegCM4-6,BC2602,day,tasmax,v20260512,1970-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
115,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/historical/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/tasmin/v20260512/tasmin_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_19700101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,historical,r1i1p1,ICTP-RegCM4-6,BC2602,day,tasmin,v20260512,1970-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
116,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/hurs/v20260512/hurs_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_20060101-21001130.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ICTP-RegCM4-6,BC2602,day,hurs,v20260512,2006-01-01 00:00:00,2100-11-30 00:00:00,True,ERA5 regrid,ERA5-1976-2005
117,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/pr/v20260512/pr_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_20060101-21001130.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ICTP-RegCM4-6,BC2602,day,pr,v20260512,2006-01-01 00:00:00,2100-11-30 00:00:00,True,ERA5 regrid,ERA5-1976-2005
118,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/sfcWind/v20260512/sfcWind_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_20060101-21001130.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ICTP-RegCM4-6,BC2602,day,sfcWind,v20260512,2006-01-01 00:00:00,2100-11-30 00:00:00,True,ERA5 regrid,ERA5-1976-2005
119,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/tas/v20260512/tas_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_20060101-21001130.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ICTP-RegCM4-6,BC2602,day,tas,v20260512,2006-01-01 00:00:00,2100-11-30 00:00:00,True,ERA5 regrid,ERA5-1976-2005
120,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_20060101-21001130.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ICTP-RegCM4-6,BC2602,day,tasmax,v20260512,2006-01-01 00:00:00,2100-11-30 00:00:00,True,ERA5 regrid,ERA5-1976-2005
121,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/RAW-NN/day/tasmin/v20260512/tasmin_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_RAW-NN_day_20060101-21001130.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,MPI-M-MPI-ESM-LR,rcp85,r1i1p1,ICTP-RegCM4-6,BC2602,day,tasmin,v20260512,2006-01-01 00:00:00,2100-11-30 00:00:00,True,ERA5 regrid,ERA5-1976-2005
122,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/historical/r1i1p1/KNMI-RACMO22E/RAW-NN/day/hurs/v20260512/hurs_EUR-11_ICHEC-EC-EARTH_historical_r1i1p1_KNMI-RACMO22E_RAW-NN_day_19500101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,historical,r1i1p1,KNMI-RACMO22E,BC2602,day,hurs,v20260512,1950-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
123,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/historical/r1i1p1/KNMI-RACMO22E/RAW-NN/day/pr/v20260512/pr_EUR-11_ICHEC-EC-EARTH_historical_r1i1p1_KNMI-RACMO22E_RAW-NN_day_19500101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,historical,r1i1p1,KNMI-RACMO22E,BC2602,day,pr,v20260512,1950-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
124,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/historical/r1i1p1/KNMI-RACMO22E/RAW-NN/day/sfcWind/v20260512/sfcWind_EUR-11_ICHEC-EC-EARTH_historical_r1i1p1_KNMI-RACMO22E_RAW-NN_day_19500101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,historical,r1i1p1,KNMI-RACMO22E,BC2602,day,sfcWind,v20260512,1950-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
125,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/historical/r1i1p1/KNMI-RACMO22E/RAW-NN/day/tas/v20260512/tas_EUR-11_ICHEC-EC-EARTH_historical_r1i1p1_KNMI-RACMO22E_RAW-NN_day_19500101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,historical,r1i1p1,KNMI-RACMO22E,BC2602,day,tas,v20260512,1950-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
126,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/historical/r1i1p1/KNMI-RACMO22E/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_ICHEC-EC-EARTH_historical_r1i1p1_KNMI-RACMO22E_RAW-NN_day_19500101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,historical,r1i1p1,KNMI-RACMO22E,BC2602,day,tasmax,v20260512,1950-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
127,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/historical/r1i1p1/KNMI-RACMO22E/RAW-NN/day/tasmin/v20260512/tasmin_EUR-11_ICHEC-EC-EARTH_historical_r1i1p1_KNMI-RACMO22E_RAW-NN_day_19500101-20051231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,historical,r1i1p1,KNMI-RACMO22E,BC2602,day,tasmin,v20260512,1950-01-01 00:00:00,2005-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
128,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/rcp45/r1i1p1/KNMI-RACMO22E/RAW-NN/day/hurs/v20260512/hurs_EUR-11_ICHEC-EC-EARTH_rcp45_r1i1p1_KNMI-RACMO22E_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,rcp45,r1i1p1,KNMI-RACMO22E,BC2602,day,hurs,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
129,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/rcp45/r1i1p1/KNMI-RACMO22E/RAW-NN/day/pr/v20260512/pr_EUR-11_ICHEC-EC-EARTH_rcp45_r1i1p1_KNMI-RACMO22E_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,rcp45,r1i1p1,KNMI-RACMO22E,BC2602,day,pr,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
130,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/rcp45/r1i1p1/KNMI-RACMO22E/RAW-NN/day/sfcWind/v20260512/sfcWind_EUR-11_ICHEC-EC-EARTH_rcp45_r1i1p1_KNMI-RACMO22E_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,rcp45,r1i1p1,KNMI-RACMO22E,BC2602,day,sfcWind,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
131,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/KNMI/ICHEC-EC-EARTH/rcp45/r1i1p1/KNMI-RACMO22E/RAW-NN/day/tas/v20260512/tas_EUR-11_ICHEC-EC-EARTH_rcp45_r1i1p1_KNMI-RACMO22E_RAW-NN_day_20060101-21001231.nc,CORDEX5-Adjust,bias-adjusted-input,EUR-11,ICHEC-EC-EARTH,rcp45,r1i1p1,KNMI-RACMO22E,BC2602,day,tas,v20260512,2006-01-01 00:00:00,2100-12-31 00:00:00,True,ERA5 regrid,ERA5-1976-2005
