,path,project,product,domain,institute,driving_model,experiment,ensemble,rcm_model,rcm_version,time_frequency,variable,version,period_start,period_end,climatology,latest,directory
291,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20610101-20651231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2061-01-01T00:00:00,2065-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
292,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20310101-20351231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2031-01-01T00:00:00,2035-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
293,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20760101-20801231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2076-01-01T00:00:00,2080-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
294,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20560101-20601231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2056-01-01T00:00:00,2060-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
295,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20060101-20101231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2006-01-01T00:00:00,2010-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
296,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20110101-20151231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2011-01-01T00:00:00,2015-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
297,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20910101-20951231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2091-01-01T00:00:00,2095-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
298,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20360101-20401231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2036-01-01T00:00:00,2040-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
299,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20860101-20901231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2086-01-01T00:00:00,2090-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
300,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20810101-20851231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2081-01-01T00:00:00,2085-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
301,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20160101-20201231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2016-01-01T00:00:00,2020-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
302,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20660101-20701231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2066-01-01T00:00:00,2070-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
303,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20260101-20301231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2026-01-01T00:00:00,2030-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
304,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20710101-20751231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2071-01-01T00:00:00,2075-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
305,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20210101-20251231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2021-01-01T00:00:00,2025-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
306,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_v1_day_20460101-20501231.nc,CORDEX,output,EUR-11,GERICS,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,GERICS-REMO2015,v1,day,tasmax,v20200925,2046-01-01T00:00:00,2050-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/GERICS/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/GERICS-REMO2015/v1/day/tasmax/v20200925
307,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20260101-20301231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2026-01-01T00:00:00,2030-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
308,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20360101-20401231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2036-01-01T00:00:00,2040-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
309,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20760101-20801231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2076-01-01T00:00:00,2080-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
310,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20060101-20101231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2006-01-01T00:00:00,2010-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
311,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20610101-20651231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2061-01-01T00:00:00,2065-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
312,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20510101-20551231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2051-01-01T00:00:00,2055-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
313,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20810101-20851231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2081-01-01T00:00:00,2085-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
314,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20460101-20501231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2046-01-01T00:00:00,2050-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
315,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20960101-21001231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2096-01-01T00:00:00,2100-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
316,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20210101-20251231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2021-01-01T00:00:00,2025-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
317,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20710101-20751231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2071-01-01T00:00:00,2075-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
318,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20160101-20201231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2016-01-01T00:00:00,2020-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
319,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20910101-20951231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2091-01-01T00:00:00,2095-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
320,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20660101-20701231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2066-01-01T00:00:00,2070-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
321,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20560101-20601231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2056-01-01T00:00:00,2060-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
322,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20860101-20901231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2086-01-01T00:00:00,2090-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
323,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20410101-20451231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2041-01-01T00:00:00,2045-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
324,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20110101-20151231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2011-01-01T00:00:00,2015-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
325,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919/tasmax_EUR-11_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_IPSL-WRF381P_v1_day_20310101-20351231.nc,CORDEX,output,EUR-11,IPSL,IPSL-IPSL-CM5A-MR,rcp85,r1i1p1,IPSL-WRF381P,v1,day,tasmax,v20190919,2031-01-01T00:00:00,2035-12-31T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/IPSL/IPSL-IPSL-CM5A-MR/rcp85/r1i1p1/IPSL-WRF381P/v1/day/tasmax/v20190919
326,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330/tasmax_EUR-11_MOHC-HadGEM2-ES_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_v1_day_20410101-20451230.nc,CORDEX,output,EUR-11,MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,MOHC-HadREM3-GA7-05,v1,day,tasmax,v20200330,2041-01-01T00:00:00,2045-12-30T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330
327,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330/tasmax_EUR-11_MOHC-HadGEM2-ES_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_v1_day_20510101-20551230.nc,CORDEX,output,EUR-11,MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,MOHC-HadREM3-GA7-05,v1,day,tasmax,v20200330,2051-01-01T00:00:00,2055-12-30T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330
328,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330/tasmax_EUR-11_MOHC-HadGEM2-ES_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_v1_day_20960101-20991219.nc,CORDEX,output,EUR-11,MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,MOHC-HadREM3-GA7-05,v1,day,tasmax,v20200330,2096-01-01T00:00:00,2099-12-19T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330
329,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330/tasmax_EUR-11_MOHC-HadGEM2-ES_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_v1_day_20710101-20751230.nc,CORDEX,output,EUR-11,MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,MOHC-HadREM3-GA7-05,v1,day,tasmax,v20200330,2071-01-01T00:00:00,2075-12-30T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330
330,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330/tasmax_EUR-11_MOHC-HadGEM2-ES_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_v1_day_20760101-20801230.nc,CORDEX,output,EUR-11,MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,MOHC-HadREM3-GA7-05,v1,day,tasmax,v20200330,2076-01-01T00:00:00,2080-12-30T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330
331,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330/tasmax_EUR-11_MOHC-HadGEM2-ES_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_v1_day_20060101-20101230.nc,CORDEX,output,EUR-11,MOHC,MOHC-HadGEM2-ES,rcp85,r1i1p1,MOHC-HadREM3-GA7-05,v1,day,tasmax,v20200330,2006-01-01T00:00:00,2010-12-30T00:00:00,False,True,/bdd/CORDEX/output/EUR-11/MOHC/MOHC-HadGEM2-ES/rcp85/r1i1p1/MOHC-HadREM3-GA7-05/v1/day/tasmax/v20200330
