,Year,Start Date,End Date,model,original_label,RWL_1,RWL_2,RWL_3,RWL_4,Intensity,Spatial extent,Mean spatial extent,Accumulated area,Duration,Max,HWMId_sum,Exposed_population_ghs,HWMId_pop_ghs,Exposed_population_ssp1,HWMId_pop_ssp1,Exposed_population_ssp2,HWMId_pop_ssp2,Exposed_population_ssp3,HWMId_pop_ssp3,Exposed_population_ssp4,HWMId_pop_ssp4,Exposed_population_ssp5,HWMId_pop_ssp5,Distance,Speed,Total_exposed_population_ghs,Total_exposed_population_ssp1,Total_exposed_population_ssp2,Total_exposed_population_ssp3,Total_exposed_population_ssp4,Total_exposed_population_ssp5,GCM,RCM,simulation,version,ensemble,version_date,calendar,bias-adjusted,grid_mapping,temp_file_path,Global_centroid,Global_centroid_date,Centroid_p1,Centroid_p2,Period RWL 1,Period RWL 2,Period RWL 3,Period RWL 4,Reanalysis,Historical
6161,2071,2071-07-07 12:00:00,2071-07-26 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1787,,,,,1.7519403661415591,973990.7372164886,248708.2100276021,4974164.200552043,20,6.259699,6207476.703390108,,,27222532.0,145739630.0,32688212.0,175930640.0,38328810.0,205809310.0,31569566.0,169172510.0,28396222.0,151836420.0,355.01567914235994,17.750783957117996,,149386350.0,178354690.0,209442660.0,172865280.0,155424600.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(63.16644028573163), np.float64(27.6113126454917))",2071-07-20 12:00:00,"(np.float64(64.31989679207646), np.float64(25.094047980040283))","(np.float64(62.05053531234959), np.float64(30.046626109020213))",False,False,False,False,False,True
6162,2071,2071-07-07 12:00:00,2071-07-12 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1788,,,,,1.795911063933203,120574.86166150618,83039.66920452531,498238.015227152,6,5.428395,105937.48417955448,,,15387560.0,10147402.0,17752108.0,11709290.0,20745286.0,13663129.0,17552118.0,11563324.0,16247826.0,10651712.0,51.94703894264171,8.65783982377362,,63857716.0,73718170.0,85990620.0,72764940.0,67461310.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(53.03044953715748), np.float64(22.696591999615425))",2071-07-09 12:00:00,"(np.float64(53.272368082190845), np.float64(22.569898016908386))","(np.float64(52.82722350953768), np.float64(22.80302251251941))",False,False,False,False,False,True
6163,2071,2071-07-12 12:00:00,2071-07-22 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1790,,,,,2.4339234798029707,66061.22387051581,39333.571927935,432669.291207285,11,6.3296776,635610.9652329504,,,112807.51,922489.4,146527.25,1228232.5,157568.98,1392190.5,136663.81,1197984.2,131468.4,1132836.2,30.432623056021747,2.766602096001977,,678756.56,883828.1,992322.0,849998.44,795922.25,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(64.968728106022), np.float64(-18.21207148945743))",2071-07-17 12:00:00,"(np.float64(65.04341687676023), np.float64(-17.889286637155294))","(np.float64(64.91253508196526), np.float64(-18.454922681025803))",False,False,False,False,False,True
6164,2071,2071-08-07 12:00:00,2071-08-20 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1793,,,,,0.9074295935707531,111206.27262438148,40815.32106813479,571414.4949538871,14,3.8554385,122695.34321843216,,,517454.8,348782.0,651416.5,432261.75,727083.0,480524.38,598115.5,398748.66,530925.06,354786.16,9.233628127468826,0.6595448662477733,,2652613.2,3342903.2,3711593.5,3036122.8,2697397.2,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(68.3743673935399), np.float64(20.424217662154618))",2071-08-13 12:00:00,"(np.float64(68.35562452098625), np.float64(20.319785795852297))","(np.float64(68.39184159982852), np.float64(20.521580751491527))",False,False,False,False,False,True
6165,2072,2072-06-01 12:00:00,2072-08-31 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1794,4.0,,,,2.515560401124616,7503886.09621538,1351029.1357970864,124294680.49333195,92,13.295606,81759030.51908322,,,811510900.0,8822307000.0,940057800.0,10205433000.0,1113209500.0,12109391000.0,941931600.0,10246446000.0,853697200.0,9275333000.0,435.1629544468352,4.730032113552556,,13809914000.0,15978905000.0,18943402000.0,16033278000.0,14507481000.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(49.73632021301057), np.float64(19.481404237711487))",2072-07-20 12:00:00,"(np.float64(50.83354299529197), np.float64(16.834997696842187))","(np.float64(48.723175322188055), np.float64(21.92502216947381))",False,False,True,False,False,True
6166,2072,2072-08-07 12:00:00,2072-08-13 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1801,4.0,,,,3.64867464120504,314359.8204747768,229761.01039960823,1608327.0727972582,7,10.274775,2195037.183474799,,,16208710.0,107775310.0,19454492.0,129501980.0,23295488.0,154809150.0,19163464.0,127606480.0,16883084.0,112769530.0,63.3294696860828,9.047067098011828,,82028130.0,98526240.0,117958780.0,97006380.0,85413110.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(54.97697236204972), np.float64(43.448428548192794))",2072-08-10 12:00:00,"(np.float64(55.2349236885944), np.float64(43.47063875129215))","(np.float64(54.66673860507181), np.float64(43.42171670746281))",False,False,True,False,False,True
6167,2072,2072-08-21 12:00:00,2072-08-30 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1802,4.0,,,,0.8595590737708254,98690.13111783414,51279.31311501886,512793.1311501886,10,2.5393252,2233.802531020892,,,5509148.5,75303.86,6661371.0,93500.234,8016951.0,114357.55,6514541.5,90036.016,5829831.0,77948.0,20.41666649569497,2.041666649569497,,26292704.0,31905564.0,38555852.0,31165228.0,27726526.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(51.505369030951655), np.float64(41.427169649552035))",2072-08-25 12:00:00,"(np.float64(51.604147176789446), np.float64(41.38349383036533))","(np.float64(51.42724815840051), np.float64(41.4617116332602))",False,False,True,False,False,True
6168,2073,2073-06-01 12:00:00,2073-08-31 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1803,4.0,,,,2.572429327859738,7704918.545899215,1330607.987815908,122415934.87906356,92,14.347144,95680673.17424174,,,850379900.0,8470043600.0,989069900.0,9874735000.0,1179407500.0,11796613000.0,992145340.0,9909152000.0,895867840.0,8947751000.0,550.6670208129086,5.985511095792485,,12410218000.0,14452920000.0,17274372000.0,14517004000.0,13106273000.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(48.8375938130583), np.float64(22.873890135141323))",2073-07-27 12:00:00,"(np.float64(51.12990820311773), np.float64(23.649013506794653))","(np.float64(46.29721524689897), np.float64(22.0148863230917))",False,False,True,False,False,True
6169,2073,2073-06-03 12:00:00,2073-06-11 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1804,4.0,,,,2.1081989549922837,244505.98969340423,112228.17284022125,1010053.555561991,9,6.7402897,0.0,,,23466804.0,0.0,26947816.0,0.0,32518434.0,0.0,27329010.0,0.0,24156668.0,0.0,121.8836799549797,13.542631106108855,,97222344.0,111655096.0,134737090.0,113224750.0,100110470.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(38.740381209570856), np.float64(32.486280833706395))",2073-06-08 12:00:00,"(np.float64(38.59139529324174), np.float64(31.946004187005784))","(np.float64(38.95619275754892), np.float64(33.26889131350018))",False,False,True,False,False,True
6170,2073,2073-06-07 12:00:00,2073-06-14 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1807,4.0,,,,1.7499597440033388,241955.75750876925,137423.1156210552,1099384.9249684417,8,6.112476,1.5174245173682015,,,21331268.0,5.7915993,25267396.0,6.196796,30949812.0,6.8646235,25914008.0,6.1965756,23741928.0,5.8487434,62.75411999548676,7.844264999435845,,96019040.0,113673130.0,139231570.0,116547740.0,106758140.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(46.65061317709188), np.float64(34.66989090719867))",2073-06-10 12:00:00,"(np.float64(46.63507990747226), np.float64(35.004984915398886))","(np.float64(46.67299732226229), np.float64(34.18700526180859))",False,False,True,False,False,True
6171,2073,2073-06-14 12:00:00,2073-06-19 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1808,4.0,,,,1.95491037338489,144767.50225907387,108150.52008714508,648903.1205228704,6,5.078278,85487.83573738986,,,36275308.0,21956650.0,41694810.0,25195938.0,49865456.0,30222444.0,42083390.0,25461876.0,37922956.0,22946692.0,21.102757420467974,3.5171262367446623,,164073760.0,188510020.0,225654660.0,190375040.0,171660240.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(48.117502690467695), np.float64(18.0560312699054))",2073-06-16 12:00:00,"(np.float64(48.06298316796355), np.float64(17.960880416546917))","(np.float64(48.18638325123193), np.float64(18.176245898271393))",False,False,True,False,False,True
6172,2073,2073-06-21 12:00:00,2073-06-26 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1812,4.0,,,,1.7612600911936225,257611.6928109888,175423.2231497152,1052539.3388982909,6,5.355182,125374.22928581084,,,29852234.0,11966057.0,35125932.0,14126463.0,42445340.0,17005628.0,35030784.0,14032922.0,31053548.0,12469776.0,99.97571343634334,16.662618906057222,,120823040.0,142180290.0,171806020.0,141772050.0,125676264.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(53.73469283895569), np.float64(40.59558692410115))",2073-06-23 12:00:00,"(np.float64(53.3633584322335), np.float64(40.4056651915706))","(np.float64(54.2230536007097), np.float64(40.84536265264454))",False,False,True,False,False,True
6173,2074,2074-06-01 12:00:00,2074-08-31 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1819,4.0,,,,3.29452781622554,8220658.242344242,1931155.2698975536,177666284.83057496,92,14.175282,143413334.02732453,,,846243460.0,15519197000.0,988810900.0,18135087000.0,1183811800.0,21758659000.0,991633540.0,18217722000.0,893729600.0,16486418000.0,382.7296438173667,4.160104824101812,,18772855000.0,21942665000.0,26338310000.0,22052786000.0,19926220000.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(48.911431030111316), np.float64(22.987155170085394))",2074-07-07 12:00:00,"(np.float64(50.652928937880795), np.float64(23.644900860597417))","(np.float64(47.31291743022886), np.float64(22.383413169100617))",False,False,True,False,False,True
6174,2074,2074-08-24 12:00:00,2074-08-29 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1825,4.0,,,,1.28953576995625,76636.44187049946,55259.09392138312,331554.56352829875,6,3.9913454,55350.59929394353,,,1256913.6,703128.5,1610992.4,905442.8,1938331.2,1101500.8,1554410.4,874449.3,1362980.8,767052.56,40.50931806845263,6.751553011408771,,5238143.0,6718320.0,8094401.5,6468957.0,5676818.5,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(60.15250468775375), np.float64(36.790245812626466))",2074-08-27 12:00:00,"(np.float64(60.30367284956181), np.float64(36.747634714357915))","(np.float64(59.94362499866434), np.float64(36.84912456627169))",False,False,True,False,False,True
6175,2075,2075-06-01 12:00:00,2075-08-31 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1827,4.0,,,,4.056729299712985,6656287.58042627,2427157.37385585,223298478.3947382,92,14.609759,233150648.1365949,,,662890240.0,22417359000.0,777665700.0,26384884000.0,938601700.0,31944382000.0,781265400.0,26550440000.0,701847500.0,23898196000.0,478.52487591596014,5.20135734691261,,21483110000.0,25237680000.0,30555138000.0,25402733000.0,22787803000.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(47.30927382082381), np.float64(27.199250326476868))",2075-07-21 12:00:00,"(np.float64(48.39717212724165), np.float64(29.80587544276791))","(np.float64(46.14637054160553), np.float64(24.412911863088052))",False,False,True,False,False,True
6176,2075,2075-06-03 12:00:00,2075-06-07 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1828,4.0,,,,2.082436655486933,118958.30038965194,98238.52216011973,491192.6108005986,5,5.449207,57707.53031431911,,,6776950.5,1774267.6,8140584.0,2195073.0,9817613.0,2638984.8,8106473.5,2165335.2,7181591.5,1907554.6,71.16145182828105,14.232290365656208,,27669008.0,33261306.0,40103828.0,33100500.0,29355882.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(57.477937581750474), np.float64(44.00997270792249))",2075-06-05 12:00:00,"(np.float64(57.7337705900047), np.float64(44.068701976940716))","(np.float64(57.099636642117545), np.float64(43.923129583944245))",False,False,True,False,False,True
6177,2075,2075-08-26 12:00:00,2075-08-31 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1830,4.0,,,,1.761262568564762,217059.2364683441,167605.7829272449,1005634.6975634694,6,5.6576905,20224.391198946127,,,4549511.5,375990.75,5553824.0,460117.94,6350804.5,514768.22,5314645.5,443583.06,4964689.0,418851.94,8.38069153657538,1.3967819227625633,,19947820.0,24416380.0,27924560.0,23304850.0,21698794.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(61.79575823052327), np.float64(13.797176060025834))",2075-08-29 12:00:00,"(np.float64(61.80883423940129), np.float64(13.735478008446178))","(np.float64(61.77810394304051), np.float64(13.880476335352524))",False,False,True,False,False,True
6178,2076,2076-06-01 12:00:00,2076-08-31 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1831,4.0,,,,3.091593736486038,5940178.632714799,1241220.995499082,114192331.58591557,92,14.253199,96007092.35272025,,,566139800.0,7639514000.0,666454600.0,8985697000.0,808873900.0,10933915000.0,670539140.0,9060188000.0,599628540.0,8072658400.0,651.3783413033734,7.0801993619931896,,9988896000.0,11742421000.0,14278126000.0,11835711000.0,10536999000.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(45.76339482993141), np.float64(25.455650365484384))",2076-07-20 12:00:00,"(np.float64(47.700147577876976), np.float64(28.664917266063604))","(np.float64(43.87002446784993), np.float64(22.318269592429445))",False,False,True,False,False,True
6179,2076,2076-06-17 12:00:00,2076-07-01 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1834,4.0,,,,3.6782584107460288,67053.05184677649,28551.36292821856,428270.4439232785,15,10.022999,455817.5592951657,,,47417.406,154130.56,61327.805,223230.27,72152.7,291753.62,62845.32,259811.77,56233.45,236729.16,10.356032535721509,0.6904021690481005,,244456.81,316623.1,376598.1,330432.4,297454.53,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(64.74898464274848), np.float64(-18.356103994726567))",2076-06-26 12:00:00,"(np.float64(64.69383500613156), np.float64(-18.403413851433022))","(np.float64(64.7810493040721), np.float64(-18.328597475633828))",False,False,True,False,False,True
6180,2076,2076-08-23 12:00:00,2076-08-31 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1838,4.0,,,,2.132928616657382,122268.44460768905,62503.74751788037,562533.7276609233,9,8.103504,188806.64240072263,,,12337460.0,6484724.5,14588346.0,7839397.0,17380852.0,8968398.0,14471362.0,7582074.5,13014236.0,7077561.0,62.44400296764405,6.93822255196045,,55719090.0,65967604.0,78605544.0,65413664.0,58855256.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(39.4230093018281), np.float64(-2.9670548840063047))",2076-08-28 12:00:00,"(np.float64(39.21313309054862), np.float64(-2.816816012381811))","(np.float64(39.70492628937662), np.float64(-3.1688637971883016))",False,False,True,False,False,True
6181,2077,2077-06-01 12:00:00,2077-08-31 12:00:00,CNRM_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_tasmax_v20260512,1839,4.0,,,,3.4844481532457285,8364869.045780456,1853314.4417624664,170504928.6421469,92,16.303986,152720617.62263107,,,911645060.0,13962897000.0,1075919900.0,16540881000.0,1307545300.0,20164256000.0,1080605200.0,16610836000.0,965346200.0,14822741000.0,885.8198271658723,9.628476382237745,,16838334000.0,19913220000.0,24269804000.0,20013728000.0,17844880000.0,CNRM-CERFACS-CNRM-CM5,CNRM-ALADIN63,rcp85,RAW-NN,r1i1p1,v20260512,noleap,False,ERA5,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/rcp85/r1i1p1/CNRM-ALADIN63/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_CNRM-ALADIN63_RAW-NN_day_20060101-21001231.nc,"(np.float64(49.3878722152779), np.float64(25.003792990455064))",2077-07-20 12:00:00,"(np.float64(47.00792812642126), np.float64(21.154861098133747))","(np.float64(52.51448212520643), np.float64(30.060259927438118))",False,False,True,False,False,True
