,Year,Start Date,End Date,model,original_label,RWL_1,RWL_2,RWL_3,RWL_4,Intensity,Spatial extent,Mean spatial extent,Accumulated area,Duration,Max,HWMId_sum,Exposed_population_ghs,HWMId_pop_ghs,Exposed_population_ssp1,HWMId_pop_ssp1,Exposed_population_ssp2,HWMId_pop_ssp2,Exposed_population_ssp3,HWMId_pop_ssp3,Exposed_population_ssp4,HWMId_pop_ssp4,Exposed_population_ssp5,HWMId_pop_ssp5,Distance,Speed,Total_exposed_population_ghs,Total_exposed_population_ssp1,Total_exposed_population_ssp2,Total_exposed_population_ssp3,Total_exposed_population_ssp4,Total_exposed_population_ssp5,GCM,RCM,simulation,version,ensemble,version_date,calendar,bias-adjusted,grid_mapping,temp_file_path,Global_centroid,Global_centroid_date,Centroid_p1,Centroid_p2,Period RWL 1,Period RWL 2,Period RWL 3,Period RWL 4,Reanalysis,Historical
11227,2069,2069-08-27 12:00:00,2069-08-31 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1344,,,,,2.3040813678290486,199890.2006562724,173227.8415082141,866139.2075410704,5,7.916345,489989.6556924479,,,17002710.0,38442656.0,19548722.0,44401148.0,22694272.0,51046456.0,19361960.0,43635670.0,17852434.0,40604360.0,20.30752318583768,4.061504637167536,,72594780.0,83506300.0,96815430.0,82620460.0,76346150.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(40.44082280513601), np.float64(-4.691535755808955))",2069-08-29 12:00:00,"(np.float64(40.476854125613094), np.float64(-4.775564791174728))","(np.float64(40.387359579710946), np.float64(-4.566853584838662))",False,False,False,False,False,True
11228,2070,2070-06-01 12:00:00,2070-08-31 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1345,,,,,3.057872243945416,5764856.643455338,1241567.1960504686,114224182.03664312,92,13.913641,124733705.03464946,,,811140300.0,14948585000.0,929354100.0,17112027000.0,1089131000.0,20117572000.0,932676200.0,17210118000.0,850326300.0,15642520000.0,574.4765206998436,6.244310007606996,,14570154000.0,16671345000.0,19572244000.0,16757600000.0,15230375000.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(44.18526606254234), np.float64(19.368930100189594))",2070-08-01 12:00:00,"(np.float64(41.91247295956252), np.float64(22.294563489203604))","(np.float64(45.69578162027084), np.float64(17.42453193014865))",False,False,False,False,False,True
11229,2070,2070-07-06 12:00:00,2070-07-13 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1347,,,,,2.842899815020681,156743.6824430273,90979.93755525288,727839.5004420229,8,9.162861,824178.5824596232,,,7744676.0,41395736.0,9093412.0,48528300.0,10415903.0,55416160.0,8896244.0,47423468.0,8295484.5,44345896.0,37.96593911446752,4.7457423893084405,,35745996.0,41943890.0,47943664.0,41023236.0,38313810.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(59.4443940832684), np.float64(13.474374609243375))",2070-07-10 12:00:00,"(np.float64(59.58620207437374), np.float64(13.472296218104022))","(np.float64(59.245411267157216), np.float64(13.477290976076196))",False,False,False,False,False,True
11230,2070,2070-07-07 12:00:00,2070-07-13 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1348,,,,,2.086347080568396,379539.4082016267,236661.42470853985,1656629.9729597785,7,9.017903,679491.5133323078,,,82952340.0,146763140.0,94784760.0,167951570.0,110259980.0,194921200.0,94534910.0,167328210.0,86694140.0,153933740.0,96.7895678984776,13.827081128353942,,358910000.0,410271070.0,476921540.0,408956600.0,375370430.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(51.18587730419349), np.float64(17.191914568827727))",2070-07-09 12:00:00,"(np.float64(51.11868929416833), np.float64(16.573952809094624))","(np.float64(51.26702424471426), np.float64(17.93826359959061))",False,False,False,False,False,True
11231,2070,2070-07-08 12:00:00,2070-07-16 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1349,,,,,2.152887491503214,117161.6877878018,65760.12780058093,591841.1502052282,9,7.5955105,508181.4378205663,,,12897556.0,51942024.0,14763708.0,59483516.0,17347544.0,69768750.0,14837802.0,59733830.0,13629887.0,54992564.0,21.33291287804976,2.3703236531166403,,65119960.0,74599860.0,87597580.0,74976350.0,68976904.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(46.15389244901323), np.float64(23.31054167780353))",2070-07-10 12:00:00,"(np.float64(46.241304024245686), np.float64(23.22079805437858))","(np.float64(46.08506456657594), np.float64(23.381205815203664))",False,False,False,False,False,True
11232,2070,2070-07-14 12:00:00,2070-07-29 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1351,,,,,3.316138377014337,242004.92290195468,78490.22806488926,1255843.6490382282,16,11.427282,1378955.054596088,,,11661286.0,62496450.0,13628922.0,73015240.0,15736448.0,83680280.0,13386229.0,71345010.0,12383468.0,66344280.0,120.44012525563711,7.52750782847732,,59003200.0,68938800.0,79706810.0,67795780.0,62653668.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(58.8125045742422), np.float64(12.517344003711564))",2070-07-23 12:00:00,"(np.float64(58.88291360188575), np.float64(11.594201535799838))","(np.float64(58.72567065996361), np.float64(13.655835424604192))",False,False,False,False,False,True
11233,2071,2071-06-01 12:00:00,2071-08-31 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1353,,,,,2.790985732364872,6941256.400138838,1287786.992346496,118476403.2958776,92,14.259406,124196974.51751542,,,872692100.0,13732104000.0,1006180200.0,15831777000.0,1186779900.0,18645459000.0,1008654100.0,15875724000.0,915110000.0,14426536000.0,597.1973487961227,6.491275530392638,,13936574000.0,16052292000.0,18926140000.0,16113991000.0,14623029000.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(45.54858157870155), np.float64(17.665536433341117))",2071-07-23 12:00:00,"(np.float64(47.624643257477565), np.float64(19.360855926093283))","(np.float64(42.96763302747335), np.float64(15.557924490295512))",False,False,False,False,False,True
11234,2071,2071-06-26 12:00:00,2071-07-01 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1354,,,,,2.272891123831227,72914.90235520183,64381.39538719839,386288.3723231904,6,5.444269,381546.37182974926,,,4526624.0,23022276.0,5371527.0,27469964.0,6360913.5,32560520.0,5260124.5,26802310.0,4706628.0,23987666.0,15.956941788149113,2.659490298024852,,23995682.0,28504116.0,33765896.0,27887980.0,24942360.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(61.68669786581119), np.float64(23.582666389588628))",2071-06-28 12:00:00,"(np.float64(61.68001263255546), np.float64(23.4184312006692))","(np.float64(61.6922378473876), np.float64(23.718766340930173))",False,False,False,False,False,True
11235,2072,2072-06-01 12:00:00,2072-08-31 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1360,,,,,3.1805738223083937,6603322.769827791,1066307.6870702745,98100307.21046528,92,15.283003,109529473.05266029,,,834752400.0,12261573000.0,965537540.0,14214276000.0,1144686100.0,16792102000.0,969020000.0,14255477000.0,878064800.0,12951769000.0,1097.856670326447,11.933224677461384,,10868315000.0,12584247000.0,14917378000.0,12642834000.0,11460812000.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(45.25854507302152), np.float64(17.067292946554332))",2072-07-18 12:00:00,"(np.float64(43.544589216560226), np.float64(24.97458152463443))","(np.float64(46.43462352524269), np.float64(11.641487096819736))",False,False,False,False,False,True
11236,2072,2072-06-01 12:00:00,2072-07-01 12:00:00,MPI-CSC_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,1363,,,,,2.172091831677168,195116.1983132897,27607.379659771155,828221.3897931345,30,6.035141,193419.65136617684,,,2420049.0,1998453.6,3033602.5,2597318.8,3664951.5,3131597.0,2981380.0,2530122.8,2645930.0,2240054.2,122.09610431710892,4.06987014390363,,10682607.0,13334477.0,16087207.0,13118362.0,11631150.0,MPI-M-MPI-ESM-LR,MPI-CSC-REMO2009,rcp85,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/MPI-CSC/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/MPI-CSC-REMO2009/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,"(np.float64(63.34656751158261), np.float64(40.45577507008192))",2072-06-06 12:00:00,"(np.float64(63.82199588803855), np.float64(40.009191125373356))","(np.float64(62.8129249762501), np.float64(40.95704129712035))",False,False,False,False,False,True
