,Year,Start Date,End Date,model,original_label,RWL_1,RWL_2,RWL_3,RWL_4,Intensity,Spatial extent,Mean spatial extent,Accumulated area,Duration,Max,HWMId_sum,Exposed_population_ghs,HWMId_pop_ghs,Exposed_population_ssp1,HWMId_pop_ssp1,Exposed_population_ssp2,HWMId_pop_ssp2,Exposed_population_ssp3,HWMId_pop_ssp3,Exposed_population_ssp4,HWMId_pop_ssp4,Exposed_population_ssp5,HWMId_pop_ssp5,Distance,Speed,Total_exposed_population_ghs,Total_exposed_population_ssp1,Total_exposed_population_ssp2,Total_exposed_population_ssp3,Total_exposed_population_ssp4,Total_exposed_population_ssp5,GCM,RCM,simulation,version,ensemble,version_date,calendar,bias-adjusted,grid_mapping,temp_file_path,Global_centroid,Global_centroid_date,Centroid_p1,Centroid_p2,Period RWL 1,Period RWL 2,Period RWL 3,Period RWL 4,Reanalysis,Historical,Relative spatial extent (%),Relative mean spatial extent (%),Relative accumulated area (%),Exposed_population_ssp1_all_period,HWMId_pop_ssp1_all_period,Exposed_population_ssp2_all_period,HWMId_pop_ssp2_all_period,Exposed_population_ssp3_all_period,HWMId_pop_ssp3_all_period,Exposed_population_ssp4_all_period,HWMId_pop_ssp4_all_period,Exposed_population_ssp5_all_period,HWMId_pop_ssp5_all_period,Total_exposed_population_ssp1_all_period,Total_exposed_population_ssp2_all_period,Total_exposed_population_ssp3_all_period,Total_exposed_population_ssp4_all_period,Total_exposed_population_ssp5_all_period
6239,1981,1981-06-01 12:00:00,1981-06-06 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,293,,,,,2.89035676912964,187774.6726039363,137190.77331332423,823144.6398799454,6,9.482807,238847.9177008052,544431.3751289858,892885.9803904443,,,,,,,,,,,12.212249773174396,2.0353749621957324,2256018.072829104,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(68.07105309119385), np.float64(21.840545858283416))",1981-06-02 12:00:00,"(np.float64(68.1217160438662), np.float64(21.929172565803057))","(np.float64(68.03007266477762), np.float64(21.768857177019424))",False,False,False,False,False,True,2.189332970737943,1.599556953718792,0.10431893176426904,544431.3751289858,892885.9803904443,544431.3751289858,892885.9803904443,544431.3751289858,892885.9803904443,544431.3751289858,892885.9803904443,544431.3751289858,892885.9803904443,2256018.072829104,2256018.072829104,2256018.072829104,2256018.072829104,2256018.072829104
6240,1981,1981-06-20 12:00:00,1981-06-23 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,297,,,,,1.8706618111950803,98503.42959921825,98503.42959921825,394013.7183968731,4,4.045167,128443.98000236084,6029537.165306607,5293559.362488079,,,,,,,,,,,0.0,0.0,24118148.66122644,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(52.99994393227825), np.float64(30.759841259998797))",1981-06-21 12:00:00,"(np.float64(52.99994393227826), np.float64(30.7598412599988))","(np.float64(52.99994393227826), np.float64(30.7598412599988))",False,False,False,False,False,True,1.1484871903209566,1.1484871903209566,0.04993422566612856,6029537.165306607,5293559.362488079,6029537.165306607,5293559.362488079,6029537.165306607,5293559.362488079,6029537.165306607,5293559.362488079,6029537.165306607,5293559.362488079,24118148.66122644,24118148.66122644,24118148.66122644,24118148.66122644,24118148.66122644
6241,1982,1982-06-01 12:00:00,1982-06-05 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,303,,,,,2.5058795995618537,412159.3334443253,337273.645364003,1686368.2268200149,5,7.5466375,856065.0429434038,19413251.45965425,17013306.83001652,,,,,,,,,,,9.254124038821583,1.8508248077643168,79514465.71508099,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(58.994229115982286), np.float64(37.7191470544253))",1982-06-02 12:00:00,"(np.float64(59.03667931335962), np.float64(37.71684786050071))","(np.float64(58.95363691370329), np.float64(37.721345615342116))",False,False,False,False,False,True,4.805515064378918,3.932395683170048,0.21371715669402433,19413251.45965425,17013306.83001652,19413251.45965425,17013306.83001652,19413251.45965425,17013306.83001652,19413251.45965425,17013306.83001652,19413251.45965425,17013306.83001652,79514465.71508099,79514465.71508099,79514465.71508099,79514465.71508099,79514465.71508099
6242,1982,1982-07-27 12:00:00,1982-08-02 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,306,,,,,1.5775289892831248,136352.78494637331,104304.56177399632,730131.9324179743,7,4.8604984,404059.626175854,10246214.190700136,23649669.79002125,,,,,,,,,,,57.333832627823,8.190547518260429,54432262.82751537,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(50.717923865471164), np.float64(28.77221334548247))",1982-07-29 12:00:00,"(np.float64(50.552912663713755), np.float64(28.49989224727637))","(np.float64(50.908817250321604), np.float64(29.087248298559015))",False,False,False,False,False,True,1.5897865436021401,1.2161246930881116,0.09253122664800849,10246214.190700136,23649669.79002125,10246214.190700136,23649669.79002125,10246214.190700136,23649669.79002125,10246214.190700136,23649669.79002125,10246214.190700136,23649669.79002125,54432262.82751537,54432262.82751537,54432262.82751537,54432262.82751537,54432262.82751537
6243,1983,1983-06-01 12:00:00,1983-06-07 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,311,,,,,2.873259650920783,73582.8079164379,56784.528733359104,397491.7011335137,7,7.9311833,91223.8866670494,42389.719780373016,46650.75010482758,,,,,,,,,,,10.707954922058851,1.5297078460084073,207741.9973028273,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(64.9102864073547), np.float64(-17.541523627985043))",1983-06-03 12:00:00,"(np.float64(64.95690554544689), np.float64(-17.5100128042507))","(np.float64(64.864588273353), np.float64(-17.57241192632013))",False,False,False,False,False,True,0.8579286291220372,0.6620714032396776,0.050374998072584165,42389.719780373016,46650.75010482758,42389.719780373016,46650.75010482758,42389.719780373016,46650.75010482758,42389.719780373016,46650.75010482758,42389.719780373016,46650.75010482758,207741.9973028273,207741.9973028273,207741.9973028273,207741.9973028273,207741.9973028273
6244,1985,1985-06-20 12:00:00,1985-06-27 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,329,,,,,1.6825136648573722,456246.29972114094,238356.5229403172,1906852.183522537,8,6.326206,830473.17278209,18484172.72764354,26234070.588972524,,,,,,,,,,,469.89696141201887,58.73712017650236,75450279.29801913,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(58.999479222068935), np.float64(28.699788619467405))",1985-06-23 12:00:00,"(np.float64(57.506293676777034), np.float64(26.812811230740014))","(np.float64(61.04999688928519), np.float64(31.29108109843842))",False,False,False,False,False,True,5.319540984441264,2.7790850982570268,0.24165957376148048,18484172.72764354,26234070.588972524,18484172.72764354,26234070.588972524,18484172.72764354,26234070.588972524,18484172.72764354,26234070.588972524,18484172.72764354,26234070.588972524,75450279.29801913,75450279.29801913,75450279.29801913,75450279.29801913,75450279.29801913
6245,1986,1986-07-29 12:00:00,1986-08-08 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,334,,,,,1.111208729877574,173652.53511809584,85265.66390866548,937922.3029953202,11,3.657795,613733.8862864891,1036345.999581024,4631639.785371335,,,,,,,,,,,9.292313905367592,0.8447558095788721,6786342.553717885,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(68.63582417736676), np.float64(30.33724637286936))",1986-08-03 12:00:00,"(np.float64(68.66288670679047), np.float64(30.407983049367843))","(np.float64(68.60258580123592), np.float64(30.250367122859505))",False,False,False,False,False,True,2.02467785092709,0.9941432818303758,0.11886495761015362,1036345.999581024,4631639.785371335,1036345.999581024,4631639.785371335,1036345.999581024,4631639.785371335,1036345.999581024,4631639.785371335,1036345.999581024,4631639.785371335,6786342.553717885,6786342.553717885,6786342.553717885,6786342.553717885,6786342.553717885
6246,1986,1986-08-16 12:00:00,1986-08-29 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,335,,,,,3.0555001465114944,814772.9267677523,356373.0940885913,4989223.317240278,14,9.131976,2473038.25818683,33294446.34476848,87441325.05898955,,,,,,,,,,,105.83054806083857,7.559324861488468,193128469.24566013,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(59.9148964599362), np.float64(15.038189763617638))",1986-08-21 12:00:00,"(np.float64(60.4065934863833), np.float64(14.928626272169966))","(np.float64(59.4625662953023), np.float64(15.138981245889738))",False,False,False,False,False,True,9.49973288463557,4.155083078843789,0.6322952511284026,33294446.34476848,87441325.05898955,33294446.34476848,87441325.05898955,33294446.34476848,87441325.05898955,33294446.34476848,87441325.05898955,33294446.34476848,87441325.05898955,193128469.24566013,193128469.24566013,193128469.24566013,193128469.24566013,193128469.24566013
6247,1987,1987-07-28 12:00:00,1987-08-31 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,342,,,,,1.7554546697208646,335818.6711006352,54785.98865991511,1862723.6144371133,34,6.0764837,829961.6440605615,10549932.041652652,28208897.550081298,,,,,,,,,,,1125.5061208827642,33.10312120243424,62548384.620107055,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(59.52877132459326), np.float64(-1.6740499906794326))",1987-08-08 12:00:00,"(np.float64(54.69338450566562), np.float64(-8.412100602204172))","(np.float64(62.90654445609479), np.float64(3.0328343117750287))",False,False,False,False,False,True,3.915431610847658,0.6387697001108381,0.23606706308444014,10549932.041652652,28208897.550081298,10549932.041652652,28208897.550081298,10549932.041652652,28208897.550081298,10549932.041652652,28208897.550081298,10549932.041652652,28208897.550081298,62548384.620107055,62548384.620107055,62548384.620107055,62548384.620107055,62548384.620107055
6248,1987,1987-06-02 12:00:00,1987-06-10 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,344,,,,,1.8517498088750108,179667.8895241526,80831.46844439597,727483.2159995637,9,6.1895814,17566.51997796207,12081664.115305398,1457109.2786010427,,,,,,,,,,,7.8003217589666685,0.8667024176629632,49146525.68675284,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(45.98482192005537), np.float64(1.5032048899527548))",1987-06-04 12:00:00,"(np.float64(45.998924677314456), np.float64(1.5499572346162944))","(np.float64(45.971055104377605), np.float64(1.4575662322305942))",False,False,False,False,False,True,2.0948130483380414,0.9424433896457769,0.09219554898708686,12081664.115305398,1457109.2786010427,12081664.115305398,1457109.2786010427,12081664.115305398,1457109.2786010427,12081664.115305398,1457109.2786010427,12081664.115305398,1457109.2786010427,49146525.68675284,49146525.68675284,49146525.68675284,49146525.68675284,49146525.68675284
6249,1987,1987-06-09 12:00:00,1987-06-12 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,345,,,,,2.412913809709278,145331.71898538235,145331.71898538235,581326.8759415294,4,7.0763507,72848.87129036913,32270184.23377265,13669758.172649782,,,,,,,,,,,0.0,0.0,129080736.9350906,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(51.56013505567374), np.float64(9.310354936198593))",1987-06-10 12:00:00,"(np.float64(51.56013505567374), np.float64(9.310354936198593))","(np.float64(51.56013505567374), np.float64(9.310354936198593))",False,False,False,False,False,True,1.6944751901649653,1.6944751901649653,0.0736728343549985,32270184.23377265,13669758.172649782,32270184.23377265,13669758.172649782,32270184.23377265,13669758.172649782,32270184.23377265,13669758.172649782,32270184.23377265,13669758.172649782,129080736.9350906,129080736.9350906,129080736.9350906,129080736.9350906,129080736.9350906
6250,1987,1987-06-10 12:00:00,1987-06-14 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,346,,,,,1.435244957333008,286945.9115249801,232202.13601492485,1161010.6800746245,5,4.851929,48089.29522110932,40649540.42668602,6254329.395450167,,,,,,,,,,,46.54999364415352,9.309998728830704,163455125.52426928,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(48.4558640440212), np.float64(19.518008691698224))",1987-06-11 12:00:00,"(np.float64(48.66711935613046), np.float64(19.390982833727698))","(np.float64(48.278418978272626), np.float64(19.62470476241141))",False,False,False,False,False,True,3.345606392003489,2.707328870307904,0.14713743860369044,40649540.42668602,6254329.395450167,40649540.42668602,6254329.395450167,40649540.42668602,6254329.395450167,40649540.42668602,6254329.395450167,40649540.42668602,6254329.395450167,163455125.52426928,163455125.52426928,163455125.52426928,163455125.52426928,163455125.52426928
6251,1987,1987-06-15 12:00:00,1987-06-18 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,347,,,,,2.2376611231194543,100533.94264905702,100533.94264905702,402135.7705962281,4,5.8959236,92214.28416560464,29297873.380913205,30036428.682352737,,,,,,,,,,,0.0,0.0,117191493.52365282,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(49.86219900048531), np.float64(3.8122628503045846))",1987-06-16 12:00:00,"(np.float64(49.86219900048531), np.float64(3.8122628503045846))","(np.float64(49.86219900048531), np.float64(3.8122628503045846))",False,False,False,False,False,True,1.1721616779708555,1.1721616779708555,0.05096355121612415,29297873.380913205,30036428.682352737,29297873.380913205,30036428.682352737,29297873.380913205,30036428.682352737,29297873.380913205,30036428.682352737,29297873.380913205,30036428.682352737,117191493.52365282,117191493.52365282,117191493.52365282,117191493.52365282,117191493.52365282
6252,1987,1987-07-09 12:00:00,1987-07-20 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,350,,,,,2.227818645015464,566491.5412850656,226407.5200631932,2716890.240758318,12,7.7702336,2035213.076293653,58604922.64719856,224950044.83057627,,,,,,,,,,,54.321389151896895,4.526782429324741,295603218.9477897,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(54.35060091104994), np.float64(13.07767605644414))",1987-07-12 12:00:00,"(np.float64(54.561918580073154), np.float64(13.090542321417862))","(np.float64(54.0742125097286), np.float64(13.060847901829808))",False,False,False,False,False,True,6.604930216523512,2.639767342547188,0.3443174794626766,58604922.64719856,224950044.83057627,58604922.64719856,224950044.83057627,58604922.64719856,224950044.83057627,58604922.64719856,224950044.83057627,58604922.64719856,224950044.83057627,295603218.9477897,295603218.9477897,295603218.9477897,295603218.9477897,295603218.9477897
6253,1987,1987-07-14 12:00:00,1987-07-25 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,352,,,,,2.4975739722550454,85479.82667443308,43933.38151547167,527200.5781856602,12,6.4661865,493287.2940223527,175860.1089167363,809414.0527901985,,,,,,,,,,,17.198441609513687,1.4332034674594738,921340.4261700772,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(64.79237325778873), np.float64(-18.09166911112155))",1987-07-19 12:00:00,"(np.float64(64.8305095993723), np.float64(-17.91304493036741))","(np.float64(64.76143956110108), np.float64(-18.23655732008675))",False,False,False,False,False,True,0.9966402831442239,0.5122352196598356,0.06681328952084814,175860.1089167363,809414.0527901985,175860.1089167363,809414.0527901985,175860.1089167363,809414.0527901985,175860.1089167363,809414.0527901985,175860.1089167363,809414.0527901985,921340.4261700772,921340.4261700772,921340.4261700772,921340.4261700772,921340.4261700772
6254,1987,1987-08-15 12:00:00,1987-08-20 12:00:00,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,354,,,,,1.0728860349364395,104553.14959660987,71862.90671712959,431177.4403027776,6,3.8693185,25163.925201775008,2666209.981834531,826402.8867577654,,,,,,,,,,,34.27553941256557,5.712589902094262,10828175.447900552,,,,,,MPI-M-MPI-ESM-LR,CLMcom-CCLM4-8-17,rcp45,SBCK-CDFt-ERA5-1976-2005,r1i1p1,v20260512,noleap,True,ERA5,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/historical/r1i1p1/CLMcom-CCLM4-8-17/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_historical_r1i1p1_CLMcom-CCLM4-8-17_SBCK-CDFt-ERA5-1976-2005_day_19500101-20051231.nc,"(np.float64(55.50631301502943), np.float64(29.971511727561914))",1987-08-18 12:00:00,"(np.float64(55.61015286156751), np.float64(29.797540954201605))","(np.float64(55.38706426389514), np.float64(30.171298207884515))",False,False,False,False,False,True,1.219023068617807,0.8378756776252203,0.05464406593207959,2666209.981834531,826402.8867577654,2666209.981834531,826402.8867577654,2666209.981834531,826402.8867577654,2666209.981834531,826402.8867577654,2666209.981834531,826402.8867577654,10828175.447900552,10828175.447900552,10828175.447900552,10828175.447900552,10828175.447900552
