,Year,Frequency,Nb hot days,Accumulated area summer,Mean duration summer,Max duration summer,Mean spatial extent summer,Max spatial extent summer,Mean accumulated area summer,Max accumulated area summer,Mean speed summer,Max speed summer,Mean distance summer,Max distance summer,temp_file_path,model,calendar,JJA duration,Relative accumulated area summer (%)
1311,2036,2,90,27254882.313227504,67.0,85.0,1618620.9593360033,2603212.86296487,13627441.156613752,20576637.4605836,2.6783665462809747,3.425800643883992,165.99674484397102,167.8642315503156,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.4540712172910952
1312,2037,8,75,18116772.28930155,15.75,40.0,329339.39048749366,1069451.273195948,2264596.536162693,9942853.901053466,8.924547788536078,16.640272015760438,174.06116434470354,665.6108806304176,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,2.2959784230777367
1313,2038,10,79,23654471.62247048,13.8,27.0,419299.820406427,1614426.5228888,2365447.162247048,9353656.95315125,13.131741054807026,30.46223943274068,189.1538792564704,491.777807253319,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,2.9977832467745085
1314,2039,11,90,27468704.875289604,16.09090909090909,56.0,448908.7996430365,1576457.100652665,2497154.988662692,9495591.484017048,14.188740635981736,64.97913360108885,246.51655972506143,1104.6452712185103,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.481169421155571
1315,2040,9,88,48815660.78057616,18.444444444444443,76.0,670529.9170833954,2198631.564250529,5423962.308952906,21267900.96422842,7.589884403212257,28.833696668331424,166.65237411947038,714.0583446700571,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,6.186516122779283
1316,2041,6,88,24489979.397901684,26.5,65.0,579889.5381365787,1595921.4083759869,4081663.232983614,11914011.358932609,12.935566367148748,54.215831350013055,219.3851620466962,813.2374702501958,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.1036689859156104
1317,2042,7,76,21975854.6524824,16.571428571428573,46.0,494976.24518910405,2340153.40003079,3139407.807497485,17010654.595342427,13.993852195846062,38.499546546568254,321.8048935456486,1420.8038335143526,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,2.7850484239175315
1318,2043,4,89,33272866.94455971,26.5,84.0,1189406.1914100235,3356962.277453568,8318216.736139927,24987205.44915991,5.375061275334976,9.326247487777978,224.49233310952047,783.4047889733502,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,4.216743653821723
1319,2044,8,92,89009584.38499433,18.75,92.0,768292.5053563025,5084963.477626199,11126198.048124293,83797612.548583,5.975263826509819,22.97778868439788,142.43362723497745,822.8726887387029,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,11.280380518760873
1320,2045,8,86,26251804.234268907,18.0,36.0,438673.4310274944,1470991.3365249769,3281475.5292836134,14130239.928449629,10.60425044057775,31.0165471657286,228.2245073322765,746.3345424676954,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.3269489248002184
1321,2046,3,71,62769767.42484397,25.0,62.0,1994994.2781793475,5231113.921979064,20923255.808281325,59108698.51018586,2.783482815801163,7.023443396318573,149.1321786771719,435.4534905717515,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,7.954950767590935
1322,2047,9,81,45168015.47960746,16.555555555555557,49.0,862486.5388330165,2128217.779653322,5018668.386623051,13140006.832501665,15.135870759959248,32.39369223398967,218.8916700185268,434.57565067638507,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.724242006158044
1323,2048,3,73,40872554.81810464,30.666666666666668,72.0,1067385.2981798677,2931922.975341292,13624184.939368213,39551341.28194119,6.363224960014867,14.33467106202242,149.17429030712032,267.1501360870288,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.179868823203503
1324,2049,2,86,51431803.779272825,51.0,83.0,2900145.680402765,5037220.192556018,25715901.88963641,46403967.06193448,9.697453417206168,13.31210972863841,610.2391262433463,1104.905107476988,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,6.518065682533947
1325,2050,11,87,27102608.79549948,18.181818181818183,63.0,443500.8166877879,1741099.6945055835,2463873.5268635894,9242820.16249086,14.0336210506711,46.3382879014699,357.3806580271775,2316.9143950734947,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.4347732592703863
1326,2051,10,92,37276890.88099909,21.7,54.0,619316.3743012706,2008253.5453630928,3727689.088099909,10713394.957087431,9.132556466946989,41.91064393733063,171.98462330575822,544.8383711852981,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,4.724182419223681
1327,2052,7,90,39021998.74807628,22.857142857142858,53.0,754617.8004094978,2139610.240480069,5574571.249725183,20547083.18125219,12.450465528518484,38.188234937366246,306.27310295500274,1052.4292914047016,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,4.945343779799955
1328,2053,9,92,47167219.61261058,16.666666666666668,66.0,654692.582482959,4302495.45041658,5240802.179178953,38513276.063820906,9.021733920730174,18.911097222858206,185.4187562110724,968.1851532321864,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.977605545722626
1329,2054,11,92,38830385.40467521,19.27272727272728,48.0,477241.5479362942,1541712.4858604933,3530035.0367886554,10317724.659141976,6.219904096842391,18.420838932169293,165.85099468686852,884.200268744126,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,4.9210601990937795
1330,2055,3,92,78824161.93068661,35.666666666666664,92.0,2445341.1977855563,7011191.976805273,26274720.6435622,77323701.99433698,7.524615399229655,10.808577677424358,110.98591339147843,176.60676227854208,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,9.989559515351132
1331,2056,3,92,42670869.18982737,43.333333333333336,92.0,1502717.9364051418,3505610.1560334247,14223623.06327579,35780154.60763855,12.252790154898706,26.71979623027979,363.1925429954729,674.5603706892285,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.4077731612088
1332,2057,8,86,46282430.6622274,18.75,76.0,645201.2031651002,3912516.946302676,5785303.832778425,40151933.91002979,5.395222383365647,13.25956914029788,136.07406239049732,793.0541605489747,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.865474294823314
1333,2058,9,92,40448496.45914064,25.77777777777778,71.0,605266.6333260394,1549204.9908726662,4494277.38434896,15520600.225103917,7.005454145665443,13.588793974612951,120.38653586524828,204.3942643572552,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.12612697411695
1334,2059,5,92,66695678.01677026,28.0,92.0,1358429.790208299,5598932.722708961,13339135.603354052,60802733.00101796,11.195149111360696,31.43057647679719,229.8285814798848,638.7922916232883,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,8.452490056933222
1335,2060,2,92,89277453.43206137,49.0,92.0,2467308.0262241173,4694823.409698429,44638726.71603069,88278871.80006328,3.569658094455848,6.706327150836384,40.03647720397347,40.23796290501831,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,11.314328152613925
1336,2061,2,92,57980985.04115265,49.5,92.0,2098997.686225169,4096186.333964877,28990492.520576324,57543162.07922726,8.012449376752105,8.764260787300342,364.6642592009291,667.9786928907558,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,7.348057837095648
1337,2062,9,87,41277868.652344845,26.77777777777778,84.0,693635.8744891224,1635584.618676722,4586429.850260538,13807719.501337336,12.861675243008223,35.95310246187221,259.4397559635748,546.7710755078009,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.231235137419416
1338,2063,2,92,80412814.08068797,48.5,92.0,3538694.240702511,6871622.234669806,40206407.04034399,79495506.71586773,6.674512006640441,9.095103222125411,429.0095501956576,836.7494964355378,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,10.190892898579289
1339,2064,3,92,81922460.8152007,40.333333333333336,92.0,2218289.6357901045,6069162.430234254,27307486.938400235,78307349.53089394,4.814518899502143,10.029246721634625,183.06682088707203,374.5912809716109,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,10.382213751629797
1340,2065,2,92,75758639.58762538,56.0,92.0,3218764.0027857865,5705625.753116054,37879319.79381269,72131597.22016506,3.0702151006432365,3.4001766766859887,160.0534288984822,252.1033242632446,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,9.601059122304429
1341,2066,6,92,147777094.7008218,22.83333333333333,92.0,1396347.755559076,7239263.427837724,24629515.7834703,142079369.9580238,8.761132856413056,39.89165420402341,124.25884493252344,478.6998504482809,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,18.72811643487753
1342,2067,1,92,43214030.33311771,92.0,92.0,3645650.756619536,3645650.756619536,43214030.33311771,43214030.33311771,19.23668205342676,19.23668205342676,1769.7747489152616,1769.7747489152616,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.476609168270901
1343,2068,5,92,104535854.1481362,25.6,92.0,1500557.1224470814,6952884.418624865,20907170.82962724,101869021.06961234,11.267758385802018,22.140120049481347,196.26027490407083,532.3573148175672,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,13.248058855597348
1344,2069,4,92,102995782.3416315,30.25,90.0,2201167.862343202,7968150.006817456,25748945.585407875,97875149.60518482,13.30886645403564,25.38773502293864,357.3199549949265,1107.6385348017604,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/ICTP/MPI-M-MPI-ESM-LR/rcp85/r1i1p1/ICTP-RegCM4-6/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001130.nc,ICTP_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_ICTP-RegCM4-6_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,13.052882166214703
