,Year,Frequency,Nb hot days,Accumulated area summer,Mean duration summer,Max duration summer,Mean spatial extent summer,Max spatial extent summer,Mean accumulated area summer,Max accumulated area summer,Mean speed summer,Max speed summer,Mean distance summer,Max distance summer,temp_file_path,model,calendar,JJA duration,Relative accumulated area summer (%)
2582,2006,5,52,20222960.607550647,14.6,44.0,516338.4365169996,1551797.3567740875,4044592.1215101294,15232458.610458717,7.945376699237333,12.322072972864689,135.0169588340094,465.53676913743766,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,2.562900303886161
2583,2007,8,92,12245180.17337447,21.625,92.0,251114.32652116503,686064.5682762963,1530647.5216718088,4417069.681249506,8.84339778948327,25.09452493096745,171.17061774334468,474.5154155813802,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.551858632200702
2584,2008,5,60,18384316.573145643,16.2,35.0,599657.0505442775,1208692.22560915,3676863.3146291287,9022240.25818836,15.639413789264854,38.08100911285577,188.0876031619598,342.7290820157019,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,2.329884898972815
2585,2009,3,56,4549091.368889893,19.33333333333333,38.0,313946.5143067531,673544.6479008405,1516363.7896299644,3126949.964100203,4.061852020388784,10.046832358870708,52.10288456251309,130.6088206653192,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,0.5765163606846343
2586,2010,3,58,13841761.381620212,22.33333333333333,34.0,616372.9124727846,1484696.6605593178,4613920.460540071,11794547.761633914,16.380893727632255,23.32790501167808,315.23518474635904,536.5418152685958,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.754196882430204
2587,2011,3,22,4509174.436213974,7.333333333333333,10.0,323110.4744016884,433453.4893719044,1503058.145404658,2252820.0653212955,14.323659030525652,26.62965832851855,124.9506973307732,266.2965832851855,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,0.5714575999586148
2588,2012,4,92,5265180.530702246,35.25,92.0,221334.2023519241,336461.19546309224,1316295.1326755616,1981914.4053388007,10.133193406744889,20.34131955489069,336.71505366683914,677.850545549185,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,0.6672679161088798
2589,2013,4,47,9184095.360790206,17.75,37.0,358811.25731668907,484927.7837591429,2296023.8401975515,3850643.092713603,11.240497119389826,22.40666663710766,186.9528970741218,403.31999946793786,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.163920617157329
2590,2014,4,92,3146650.791629853,30.25,92.0,145529.48897964714,322115.9454435804,786662.6979074633,1808404.71617007,5.654898512618956,10.798884536291162,156.8543541757382,410.06588534976,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,0.3987819798788867
2591,2015,5,92,13190449.07228016,31.4,92.0,462925.7120752259,804680.5057084144,2638089.814456032,4022237.09623358,11.332849935503152,26.677424180356173,206.37229498551332,480.19363524641113,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.6716546400787469
2592,2016,3,43,2886537.222115885,17.0,24.0,166727.515177125,299711.9691301049,962179.0740386284,1712785.4271012591,9.393965908904065,11.553988391847405,176.53358144253238,277.2957214043377,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,0.36581721476416074
2593,2017,6,92,7210403.993197558,44.16666666666666,92.0,182151.8882024278,338475.4034676573,1201733.9988662598,2714203.7336534443,6.967445802115507,12.94534927862781,270.00911605333806,945.6534471209122,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,0.9137903665009516
2594,2018,1,80,42746190.65742321,80.0,80.0,3627266.54468514,3627266.54468514,42746190.65742321,42746190.65742321,7.514526409200871,7.514526409200871,601.1621127360697,601.1621127360697,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.417318816562471
2595,2019,10,84,36655529.091103,20.9,61.0,430531.3996999697,1899121.5529551927,3665552.9091102993,23786576.88365812,8.267486571007996,24.510470175419165,118.23543927239834,245.10470175419167,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,4.645435872115572
2596,2020,3,92,22482780.364196826,41.333333333333336,92.0,950652.2242236066,2336358.7656485103,7494260.121398941,19777588.57325186,9.801744136419233,15.728461696228498,234.9973017819277,347.3664674548321,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,2.8492922349901555
2597,2021,5,61,30521845.68782937,19.4,32.0,924405.4417448865,2390289.5428273515,6104369.137565875,18285741.68297014,11.42611170168988,28.76771319746104,262.67528784632094,834.2636827263701,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.8681006755903855
2598,2022,3,92,27685395.12773677,47.0,92.0,1474463.1545818003,3041612.385989083,9228465.042578924,18190482.115556665,23.283189138200413,53.620386600155314,642.3440657999967,1286.8892784037275,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.5086310537336742
2599,2023,10,92,132302865.25860427,16.7,72.0,906247.8097411984,6577142.304805451,13230286.525860429,116383418.68352687,5.712493410112082,20.99168055206552,110.4740667376318,473.1811604210588,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,16.767033282440593
2600,2024,3,81,45058870.57376615,35.666666666666664,79.0,1787581.630771513,3623655.857298987,15019623.524588715,35861318.409548685,13.05184749540162,25.930990800624,316.2294582122745,492.68882521185606,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.710409832037905
2601,2025,6,92,10214476.527517444,30.0,92.0,270781.5037235266,557047.096393873,1702412.7545862405,3943758.872481316,7.954886556456185,20.30337136850532,169.44374970153,463.7146240184513,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.2945030900489507
2602,2026,4,92,10258353.970044512,30.75,92.0,491267.72476121935,825915.5969361046,2564588.492511128,4872429.876517961,20.76825982422204,39.67197923695109,427.7989611148662,985.2409236543808,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.300063774904579
2603,2027,2,92,2996740.047907168,50.0,92.0,322823.22735538887,416178.2420931353,1498370.023953584,1774600.249239554,17.519381396362746,22.49135412210997,1084.791924299521,2069.204579234118,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,0.379783461407797
2604,2028,5,92,31249171.09244489,42.8,92.0,903231.5211550156,4017902.2610488255,6249834.218488978,28415928.627083,5.431807127266636,9.611782830873688,207.64148943720608,694.9835762826164,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.9602762247934655
2605,2029,6,92,15139106.771456068,27.33333333333333,92.0,386486.14530166256,1272902.9192780105,2523184.461909345,10359524.106203647,7.944462096164194,16.805065205562567,159.7397894193362,468.49711324576106,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.9186123188433166
2606,2030,4,92,10253093.015163943,37.0,92.0,376590.3741838122,841336.7122090678,2563273.253790986,6686619.698813082,12.274323105373275,20.01457799263072,440.663099012494,1198.6701378145556,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.299397042514411
2607,2031,4,92,15788444.221141271,43.0,92.0,337143.16567566554,1112596.9618566297,3947111.055285318,14520475.407508371,5.062425411185465,10.505310095112584,206.2220409993072,541.3205572840919,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,2.0009042828845023
2608,2032,3,92,6778550.131209865,35.666666666666664,92.0,367430.60131928,685730.6317491896,2259516.710403288,4727947.693774309,6.206557442224477,12.85649620929048,147.5765552121987,335.83152449273723,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,0.8590605761600938
2609,2033,5,84,24590360.17421153,31.6,72.0,756026.3734687761,2052473.5673063544,4918072.034842307,12350167.570286768,9.163581867258898,13.4490023856773,247.87240210304785,632.1031121268331,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.116390462612389
2610,2034,14,92,15526740.812020736,26.714285714285715,92.0,193333.1000902897,579160.1410149764,1109052.9151443385,3758855.231061953,4.918229537322391,16.017633147613793,120.86375397026973,703.3376121793934,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.9677380338975643
2611,2035,7,92,23297332.02222237,30.714285714285715,92.0,541326.9566683427,1807343.31447042,3328190.28888891,12849870.476642014,6.896906182102997,30.93307965770885,203.5860443709818,742.3939117850124,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,2.9525221592528372
2612,2036,1,92,268163.476674781,92.0,92.0,45575.51394587741,45575.51394587741,268163.476674781,268163.476674781,2.2871171725914663,2.2871171725914663,210.4147798784149,210.4147798784149,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,0.033984947565212455
2613,2037,5,92,9746588.432342423,31.6,92.0,332146.7262908895,933367.9063123972,1949317.686468485,5347907.509874005,9.52832386604626,19.263340471524288,356.49318047902034,1129.8346114251356,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.2352066020331924
2614,2038,4,92,47041957.30785452,44.5,92.0,1453978.8449053508,3309520.72795199,11760489.32696363,31459508.62213584,14.144382560557773,26.783098290087445,324.75551228682343,552.0647144221863,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.961730778167329
2615,2039,5,92,42355801.96728016,26.0,92.0,830767.3344269153,3572656.5045498773,8471160.39345603,39662132.14293953,7.076114449418415,15.785337437087373,332.2995327864445,1452.2510442120383,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,5.367843998704803
2616,2040,7,92,24546632.681792747,29.285714285714285,92.0,554892.8206181095,1323362.5670344564,3506661.8116846783,9138532.19145362,8.958007734999432,27.418330729615484,301.2622563409138,1535.426520858467,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,3.11084878126399
2617,2041,4,92,14516430.84467754,50.0,92.0,550417.0661439779,1670559.2907337225,3629107.711169386,10586957.47993599,2.0955558985637186,3.778095499755555,91.84812455374497,270.3993646523235,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/SMHI/ICHEC-EC-EARTH/rcp85/r1i1p1/SMHI-RCA4/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_20060101-21001231.nc,SMHI_ICHEC-EC-EARTH_rcp85_r1i1p1_SMHI-RCA4_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap,92,1.8396992282759819
