,Year,Frequency,Nb hot days,Accumulated area summer,Mean duration summer,Max duration summer,Mean spatial extent summer,Max spatial extent summer,Mean accumulated area summer,Max accumulated area summer,Mean speed summer,Max speed summer,Mean distance summer,Max distance summer,temp_file_path,model,calendar
2091,2066,5,89,32713665.32327745,21.6,84.0,566674.3338645535,2413270.5646117013,6542733.06465549,30897123.48411612,3.344219711710717,7.866776163773994,125.58629810255064,575.0701495264968,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2092,2067,2,89,50184545.10720814,85.5,86.0,1700982.1355592636,3309730.760155559,25092272.55360407,49390193.17650522,2.0637129070327824,3.1870716193727024,177.00913290747286,274.0881592660524,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2093,2068,4,92,23140386.56419584,46.5,81.0,629626.840115478,1593700.7411617187,5785096.64104896,16040950.84214297,5.229024508718318,8.381481360464846,246.0693948220645,678.8999901976525,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2094,2069,3,92,42887325.99403377,55.333333333333336,86.0,1366396.478263312,3468935.1893348647,14295775.33134459,37673067.736406654,10.585725606685935,14.980084935285484,678.0958961555681,1288.2873044345515,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2095,2070,4,87,26545642.63481054,30.0,86.0,693206.5029256571,1705818.395670658,6636410.658702635,20104506.699478965,8.383709781471293,12.753275864644513,186.90222123556623,413.7107099941941,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2096,2071,5,92,70150048.4489234,36.0,79.0,1816720.6652594332,4489593.57569905,14030009.68978468,37498682.73553974,18.96159414924554,60.74406173978886,453.30801550645447,728.9287408774663,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2097,2072,6,92,39838356.168781616,36.16666666666666,80.0,646965.5014584672,1911591.6274686933,6639726.02813027,23571075.924183343,9.127079317942473,23.79677267263179,378.0298059505905,1499.1966783758028,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2098,2073,5,76,17585693.212061048,35.2,68.0,394361.3169861568,1187264.3674411196,3517138.6424122094,9180564.7616393,2.0683897289408515,7.638516750671208,131.76399002254837,519.4191390456422,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2099,2074,3,90,48928575.68399006,34.0,72.0,1451314.9047039698,3330644.847028113,16309525.227996686,44372659.76377403,17.99990319400141,36.932676677918224,500.36136250396777,794.8765296417059,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2100,2075,5,92,43459666.45177133,40.0,92.0,665271.2209343818,1834468.2083233008,8691933.290354267,21997254.968031496,6.933776455560626,13.386165599932742,168.94414062992854,452.3253495388203,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2101,2076,3,85,37812515.79122219,41.0,74.0,1480551.2475397305,2853066.92926318,12604171.930407396,27869799.033794656,17.884570957725867,20.20878984165168,740.3660559927698,1495.4504482822242,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2102,2077,4,92,45822858.62417291,39.75,77.0,876143.5448510839,2169316.548415767,11455714.656043228,37978187.88831158,10.095452036730418,16.45010256202151,434.53123848592224,1085.7067690934196,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2103,2078,5,92,50651314.52932021,33.4,90.0,731053.315014011,3199978.165192603,10130262.90586404,47456644.88665309,8.489574256570855,17.9174641298861,290.8397104508337,988.174637358126,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2104,2079,8,92,39601941.56047743,28.5,72.0,665492.9806412539,1892593.9803770368,4950242.695059679,19509852.253308397,9.878189758873535,27.010449390950924,314.8978653355811,778.3166135905979,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2105,2080,4,92,32164826.975354902,31.5,92.0,677746.5879338735,2221116.4564500637,8041206.743838726,29289201.489294,5.031275758719128,12.62009928209205,136.1269618116546,289.9275211891937,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2106,2081,5,80,24451173.03125117,28.2,54.0,559423.9470465881,1734800.7871688409,4890234.606250233,18450327.91251897,15.202507768471136,25.78924300400056,500.70745012417217,1237.8836641920268,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2107,2082,3,78,37727772.731570415,28.33333333333333,72.0,1240803.110483758,3400196.872011978,12575924.243856804,36410920.69596802,6.360208583345083,10.199642057792005,265.1828622085027,734.3742281610243,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2108,2083,4,92,41663271.08172322,53.0,83.0,1009702.1757866826,1950078.0651070476,10415817.770430803,20804144.885230724,5.243894048509875,12.080472390475707,295.61239864438204,833.5525949428239,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2109,2084,8,85,24715724.61196971,19.625,51.0,455726.4420679623,849844.8573497168,3089465.5764962137,6536115.337075018,14.269585804685724,36.33088533250102,245.86651112035867,503.6176147242456,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2110,2085,4,91,25953208.81426863,49.25,90.0,727682.7382794161,2263105.4822321483,6488302.2035671575,22001943.47707721,17.35395714323965,27.96295080913968,904.7983155703936,2516.665572822571,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2111,2086,3,89,76078818.67853184,45.333333333333336,76.0,2413046.833722075,3406528.3534953827,25359606.22617728,54702733.0190522,13.577172361425012,20.00820228968468,434.7210154785421,844.7496886802011,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2112,2087,4,92,23141518.74814178,41.25,81.0,663281.8217507907,1281833.8265507943,5785379.687035445,13664764.522957264,14.745942409600408,26.69330186049241,674.7493159028328,1419.8717862290257,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2113,2088,5,92,50340367.3172273,34.6,92.0,925160.9006328576,3547689.002526003,10068073.46344546,45353520.79562212,21.244435821636877,40.32445750618519,644.3042486291585,1492.5017932715612,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2114,2089,8,92,19287385.008980203,26.625,76.0,372173.1926557784,1428544.267101762,2410923.1261225254,11286388.043506034,11.0620440738867,19.458905464037496,331.7955293035795,1272.2297036504865,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2115,2090,2,92,49869965.9290981,49.0,92.0,1749920.076078615,3174970.871688209,24934982.96454905,48562867.73371275,2.788467550419957,4.837755838816102,224.75430637161213,445.0735371710814,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2116,2091,3,92,63252286.26602636,36.66666666666666,92.0,1389340.017836354,3944456.673301195,21084095.422008783,62214260.5150567,5.335607514908415,7.105655291599385,223.92481047594688,590.0537990715659,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2117,2092,3,92,80299178.89515637,42.333333333333336,90.0,1664366.6325681722,4189641.633567935,26766392.965052124,72034343.28436407,4.033873603328499,9.416230334980211,312.02620527446453,847.4607301482191,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2118,2093,5,92,37858863.54046644,31.4,75.0,807758.460078588,2168800.19692657,7571772.708093288,23598834.929767624,8.342203812616493,15.235389912380276,280.37454417565607,665.157160238512,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2119,2094,5,90,49440549.86412937,24.4,88.0,784357.4965764338,3269653.901699587,9888109.972825874,46128261.61735432,9.95644794765444,25.500487091769784,97.75092595335484,204.00389673415827,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2120,2095,6,92,29942147.60747006,28.83333333333333,89.0,511752.60088704986,1486681.9815141358,4990357.934578343,15312691.55264983,10.269954251480334,26.38965418629421,245.29080902286708,1083.0216888932848,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2121,2096,4,92,61824410.73484103,40.75,89.0,1225564.4418422978,4351547.299645126,15456102.683710257,58500768.24680296,12.396117480488543,23.18021656483491,401.2197284874329,1019.929528852736,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2122,2097,5,92,63365320.50495967,28.4,92.0,1292930.9502719976,5862569.196151009,12673064.100991933,60507209.14090358,4.000823138364346,11.099691410973882,240.77097797986767,1021.1716098095972,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2123,2098,4,92,31585503.57405942,46.25,85.0,875049.3835965984,2952585.931540267,7896375.893514855,28810782.024367645,7.52066476691283,13.058075408960525,357.7701860546631,671.4511840525614,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2124,2099,3,92,60540449.09813175,53.0,86.0,1785069.8442541584,4388255.430263914,20180149.69937725,55635865.07095759,13.173678225284336,28.68194217424444,697.7782937372036,1491.460993060711,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/CLMcom/MPI-M-MPI-ESM-LR/rcp45/r1i1p1/CLMcom-CCLM4-8-17/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_20060101-21001231.nc,CLMcom_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_RAW-NN_day_tasmax_v20260512,noleap
2125,1975,2,16,1303892.996043644,8.0,9.0,122537.59356392514,151171.31540699775,651946.498021822,790587.5030683436,9.336325697803485,16.427073329872282,81.78135321449668,147.84365996885057,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/historical/r1i1p1/CNRM-ALADIN63/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_CNRM-ALADIN63_SBCK-CDFt-ERA5-1976-2005_day_19510101-20051231.nc,CNRM_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_CNRM-ALADIN63_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap
2126,1976,4,35,4085594.817965363,9.75,13.0,214435.31021320424,508189.8929503044,1021398.7044913408,2417760.055141196,6.666931422263116,15.799687844939015,74.70685437038712,205.3959419842072,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/historical/r1i1p1/CNRM-ALADIN63/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_CNRM-ALADIN63_SBCK-CDFt-ERA5-1976-2005_day_19510101-20051231.nc,CNRM_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_CNRM-ALADIN63_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap
2127,1977,8,56,12629967.66515713,7.25,14.0,293505.62756952393,988413.039550022,1578745.9581446412,6433009.057341354,9.47756687797199,23.90357968971613,87.77579312559313,334.65011565602583,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/historical/r1i1p1/CNRM-ALADIN63/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_CNRM-ALADIN63_SBCK-CDFt-ERA5-1976-2005_day_19510101-20051231.nc,CNRM_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_CNRM-ALADIN63_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap
2128,1978,2,17,1485182.8048727813,8.5,10.0,145027.9910088316,180809.76814308003,742591.4024363906,999047.8893562864,3.9984322547978937,6.191529358856131,30.69702850969474,43.34070551199292,/bdd/CORDEX-Adjust/bias-adjusted-output/EUR-11/CNRM/CNRM-CERFACS-CNRM-CM5/historical/r1i1p1/CNRM-ALADIN63/SBCK-CDFt-ERA5-1976-2005/day/tasmaxAdjust/v20260512/tasmaxAdjust_EUR-11_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_CNRM-ALADIN63_SBCK-CDFt-ERA5-1976-2005_day_19510101-20051231.nc,CNRM_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_CNRM-ALADIN63_SBCK-CDFt-ERA5-1976-2005_day_tasmaxAdjust_v20260512,noleap
