,Year,Frequency,Nb hot days,Accumulated area summer,Mean duration summer,Max duration summer,Mean spatial extent summer,Max spatial extent summer,Mean accumulated area summer,Max accumulated area summer,Mean speed summer,Max speed summer,Mean distance summer,Max distance summer,temp_file_path,model,calendar
457,2057,7,92,32131802.64691032,32.142857142857146,91.0,484030.5322651431,1831631.24224576,4590257.520987188,23505036.49199862,11.602037309254223,28.00669406192911,461.3458634015079,2108.4062330152883,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
458,2058,6,92,37796574.13550776,21.83333333333333,92.0,759374.5119379967,3644175.460825987,6299429.0225846255,33361689.25503874,11.77506018829108,23.636044090940317,331.6596256609207,1570.6514833487013,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
459,2059,9,92,35576296.72578228,21.0,92.0,442706.4873314491,2373913.694821702,3952921.8584202537,27052513.11322236,7.772415052303834,22.99459203217036,183.10515079193345,686.8565207650691,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
460,2060,4,92,35060257.724269815,43.75,92.0,744702.0840860627,2776149.563446397,8765064.431067454,33734851.0564093,10.93824546652073,19.16782136844389,559.7216770980596,1359.8004980442354,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
461,2061,7,92,39975005.92173686,20.0,92.0,757128.5815669165,3413136.6727413638,5710715.131676694,31188271.38005521,12.429142840368607,21.29162823748756,206.9658776541195,744.6060741747842,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
462,2062,6,92,71357142.22857152,27.166666666666668,92.0,1257067.4048945948,5981184.546421232,11892857.038095253,63158502.80377634,10.959649226805816,37.73262951314671,265.65042363251536,769.1496045372168,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
463,2063,11,92,72329191.1533807,18.272727272727277,92.0,662866.2092666208,4615815.010334465,6575381.013943701,52749505.60868999,7.843485455562888,17.59179724198194,200.1383647356727,1395.438967665305,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
464,2064,8,92,49106027.97171326,32.625,92.0,601580.9546767254,1745018.6229856,6138253.4964641575,26823518.08103913,13.088636743726472,37.43080981695072,391.88461029197305,1828.5528229270235,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
465,2065,5,92,57460416.69937503,50.2,90.0,1342303.505439893,3560644.558016682,11492083.339875009,30604767.95250906,14.406874917409564,38.14213568753674,712.0868588712092,2021.5331914394476,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
466,2066,4,92,84735888.81702277,50.5,89.0,1104918.2047834585,3366784.832762977,21183972.204255693,78170222.91714329,10.844991564608051,28.84288019889924,636.5611015316367,2192.0588951163422,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
467,2067,4,92,52142988.065026045,29.0,92.0,1226739.4752219955,4366897.025923202,13035747.016256511,49252959.56234063,6.599047981184368,11.154753011782942,178.77527535869055,570.2621701721217,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
468,2068,7,92,53597112.54643996,22.571428571428573,92.0,922436.202483305,4240740.235168835,7656730.363777137,42236703.18811434,9.512470118181191,15.18219815862409,212.53115546703324,854.4403588326444,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
469,2069,5,92,43143054.36877225,60.2,92.0,553959.182014739,1367291.5711948825,8628610.873754451,30312265.175789326,4.5709756285697125,14.327510554076182,415.3940291034848,1318.1309709750087,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
470,2070,1,92,90886876.70022815,92.0,92.0,4666650.918123796,4666650.918123796,90886876.70022815,90886876.70022815,7.173000634847663,7.173000634847663,659.916058405985,659.916058405985,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
471,2071,1,92,121330724.38880377,92.0,92.0,5925482.39139683,5925482.39139683,121330724.38880377,121330724.38880377,1.6957709365539069,1.6957709365539069,156.01092616295944,156.01092616295944,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
472,2072,2,92,97372179.22791348,54.5,92.0,3303413.162857125,6472384.109721988,48686089.613956735,96661182.09673324,2.7751474511551004,4.011125415415394,197.594709747714,369.0235382182163,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
473,2073,1,92,96564196.11110765,92.0,92.0,6805938.754757218,6805938.754757218,96564196.11110765,96564196.11110765,8.401551396902324,8.401551396902324,772.9427285150138,772.9427285150138,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
474,2074,3,92,107067469.94720183,37.66666666666666,92.0,2364575.7347296826,6403286.047885276,35689156.649067275,102973163.29955578,12.907449409850782,20.22673900694589,405.15516002730834,947.0277927618685,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
475,2075,6,92,85274851.27609019,23.0,92.0,629187.9587991707,2688238.704571934,14212475.212681698,79586691.35714844,9.746098638582488,24.975817555240663,193.3081943719484,651.3210698865444,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
476,2076,3,92,106075994.9443836,34.333333333333336,92.0,2365786.966560196,6874629.091873677,35358664.981461205,105145770.65691452,3.5901084119643176,4.507380798068399,150.0947947572674,414.6790334222927,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
477,2077,4,92,64464381.90854354,49.0,92.0,1136077.615715853,4055489.862182,16116095.477135886,61821956.18615383,5.765152739841793,13.886162020606204,203.6564345276472,600.2225108537895,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
478,2078,3,92,114898564.13853496,61.333333333333336,92.0,1924673.929881044,3753153.451497612,38299521.37951165,86740992.4955329,6.054484992040803,7.9330465431770705,314.80835501929266,634.0167367082245,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
479,2079,4,92,108913949.19341734,31.25,92.0,1538549.0642910332,5452156.12250617,27228487.29835433,105363939.38892315,3.2983335821572712,4.770299579039566,131.63603199330336,438.86756127164006,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
480,2080,3,92,120794715.75537908,62.333333333333336,92.0,1549204.985329059,4048682.370190982,40264905.25179303,116733621.11554378,1.4296722826958088,2.271460877594529,68.30513044920905,168.09059313227104,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
481,2081,5,92,86672069.85409182,28.8,92.0,1402451.5502002763,6268636.718176601,17334413.970818363,82840913.84861049,5.295432830149475,13.042165106100107,185.2678811063412,774.5940464438968,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
482,2082,1,92,131541914.18235266,92.0,92.0,6162443.537346895,6162443.537346895,131541914.18235266,131541914.18235266,2.7320073840564474,2.7320073840564474,251.34467933319317,251.34467933319317,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
483,2083,3,92,91037241.15973958,39.0,92.0,2119715.725860162,5495406.414116768,30345747.053246528,82784284.19379397,6.04431509874431,13.584205738061245,137.81453504043265,271.68411476122486,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
484,2084,4,92,182302844.23757732,28.25,92.0,2082244.3734272688,7830885.586835258,45575711.05939434,180103887.2298438,5.0606087610036,11.149532667079692,96.09498153083987,269.44725074368046,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
485,2085,1,92,177864839.35146892,92.0,92.0,6805107.392273331,6805107.392273331,177864839.35146892,177864839.35146892,7.228595633878983,7.228595633878983,665.0307983168665,665.0307983168665,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
486,2086,5,92,82870526.71096872,29.0,92.0,968877.7379214866,4327220.884907497,16574105.342193743,80095604.18964432,8.205828390992739,15.987366830922085,206.8228393464881,733.3964188416523,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
487,2087,5,92,126777158.35011184,35.4,92.0,1364690.2845392989,4610095.952735844,25355431.670022365,113635922.3037385,8.04372292290153,20.86082539323189,202.44662007560052,453.9355568392149,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
488,2088,1,92,244939179.5068127,92.0,92.0,8435840.849904452,8435840.849904452,244939179.5068127,244939179.5068127,3.44377149587548,3.44377149587548,316.82697762054414,316.82697762054414,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
489,2089,6,92,192334687.39351997,27.5,92.0,1419162.0082351305,7792914.800646724,32055781.232253324,188353503.13433152,5.721877619576252,10.45341343638511,170.09297025144105,489.2981726288275,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
490,2090,3,92,152313965.43282697,34.666666666666664,92.0,2580981.7185254134,7370023.52955229,50771321.81094232,150662140.42704195,6.49929102763712,14.138748386977657,202.0498197072221,493.0394720258425,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
491,2091,2,92,149598052.66572616,56.0,92.0,3708197.314520829,7150638.235915948,74799026.33286308,147751128.85090014,4.068496116577951,5.101918816481296,265.0389997248857,469.3765311162792,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
492,2092,1,92,145361893.51154765,92.0,92.0,7550806.5634347005,7550806.5634347005,145361893.51154765,145361893.51154765,1.9742405036994,1.9742405036994,181.6301263403448,181.6301263403448,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
493,2093,2,92,238553867.94721195,52.0,92.0,4011241.496371315,7964714.404215898,119276933.97360598,238257327.31351835,11.986376870731366,18.57764500664008,359.6408718416826,496.3500036036842,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
494,2094,1,92,142979387.12086272,92.0,92.0,6265861.945902891,6265861.945902891,142979387.12086272,142979387.12086272,2.507273588351864,2.507273588351864,230.6691701283715,230.6691701283715,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
495,2095,2,92,147426703.5415791,49.5,92.0,3280042.815147561,6344350.783472406,73713351.77078955,146554629.80630922,8.227853198186395,11.053234141484683,287.2000432200493,497.0274474497058,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
496,2096,1,92,270536004.6567446,92.0,92.0,8558112.64491196,8558112.64491196,270536004.6567446,270536004.6567446,7.097381566564953,7.097381566564953,652.9591041239756,652.9591041239756,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
497,2097,3,92,138404265.10325256,34.666666666666664,92.0,2119122.6510990444,6147594.845484533,46134755.03441752,137485821.59670314,6.509276600555931,11.632007656918896,190.4225191692649,485.7820144208895,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
498,2098,4,92,105277832.6460178,27.0,92.0,1780597.5692959095,6734872.049090873,26319458.16150445,103623931.82850718,3.4345580482304032,7.041216728275073,170.99819738074692,647.7919390013067,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
499,2099,5,92,122808203.61333464,24.8,92.0,1356491.3177465207,6283480.014044346,24561640.722666927,120291795.18664064,9.648698833003508,26.660196058240672,180.12603948107898,585.5304629319015,/scratchu/tmandonnet/CORDEX5-Adjust/bias-adjusted-input/EUR-11/GERICS/NCC-NorESM1-M/rcp85/r1i1p1/GERICS-REMO2015/RAW-NN/day/tasmax/v20260512/tasmax_EUR-11_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_20060101-21001231.nc,GERICS_NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_RAW-NN_day_tasmax_v20260512,noleap
